NCM,Produto,Qtd refs.,Situação (benefício),Dispositivo legal (RICMS-SP),cBenef sugerido,CST provável,"Existe benefício na lei, mas NÃO se aplica a esta venda",Observação
18063210,CHOCOLATE DIAMANTE NEGRO 20G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE LACTA AO LEITE 20G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE LINDT SWISS CLASSIC MILK 100G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE LUCKAU AO LEITE  75G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE MILKA BUBBLY ALPINE 90G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE NESTLE ALPINO AO LEITE 80G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE NESTLE CLASSIC AO LEITE NESTLE 80G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE NESTLE CLASSIC MEIO AMARGO NESTLE 80G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE NESTLE CRUNCH NESTLE 80G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE SUFLAIR AO LEITE 50G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE SUFLAIR AO LEITE 80G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE SUFLAIR DUO 50G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE SUFLAIR DUO 80G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE TALENTO AVELA 25G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE TALENTO AVELA DIET 25G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE TALENTO CASTANHA DO PARA 25G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE TALENTO MEIO AMARGO 25G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063210,CHOCOLATE TALENTO MEIO AMARGO AMENDOAS 85G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18063220,CHOCOLATE MILKA OREO WHITE 100G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,ACHOCOLATADO EM PO NESCAU 350G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,ACHOCOLATADO EM PO TODDY 370G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,BALA DADINHO,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,BALAS BUTTER TOFFE COM CHOCOLATE UN.,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,BARRA NUTRATA BROWNIE DOCE LEITE 40G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,"BOMBOM FERRERO ROCHER T3 37,5G",1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,BRIGADEIRO ZERO ADICAO DE ACUCAR  DELICIARIA TIEMI 40G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,CHOCOLATE KINDER JOY 20G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,CHOCOLATE KINDER OVO MENINAS 20G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,CHOCOLATE KINDER OVO MENINOS 20G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,CHOCOLATE KINDER OVO NATOONS 20G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,CHOCOLATE M E MS AMENDOIM 132G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,CHOCOLATE M E MS AMENDOIM 40G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,CHOCOLATE M E MS BROWNIE 35G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,CHOCOLATE M E MS CHOCOLATE 40G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,CHOCOLATE M E MS CHOCOLATE AO LEITE 132G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
18069000,CHOCOLATE M E MS CRISPY 120G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
